sexo_cliente,region_cliente,nacionalidad_cliente,direccion_cliente,edad_cliente,codigo_cliente,nombre_cliente,numero_hijos_cliente,puntos_acumulados_cliente,estado_civil_cliente,total_compras_cliente,fecha_nacimiento_cliente,profesion_cliente
Hombre,Norte-Europa,Reino-Unido,441-Battersea-Park-Road--London-NW1,55,4128793E,Embury-David,4,11,Casado/a,12,1963-07-15,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,Von-Kahr-Strasse-87--Munchen,41,0000043F,Foley-Brian,0,5,Soltero/a,3,1977-04-17,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,Corner-Of-Cranburn-Street--London-NW1,52,3276861A,Auguste,NULL,18,NULL,15,1966-02-16,Catering
Hombre,Sur-Europa,Espana,Via-F.-Corridoni-2/a --Milano,40,3932217S,Sandoval-Romero-Mauricio,0,6,Soltero/a,3,1978-03-05,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,via-Romagna--42-Roma,54,1310753E,Estrada-Guerrero-Pilar,1,10,Casado/a,3,1964-02-09,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,116-Sussex-Gardens--London-EC1,71,0983060L,Locklin-Mary,1,9,Casado/a,4,1947-11-16,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Dolphin-Square--London-W2,55,1048620G,Gormeley-Joseph,0,6,Divorciado/a,0,1964-01-12,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,2791-Broadway -New-York--NY-10009,61,3014698C,Corns-Joseph,0,9,Soltero/a,3,1957-09-13,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,286-1st-Ave-#-A -New-York--NY-10007,59,1966129C,Chellew-Daniel,2,12,Divorciado/a,8,1959-08-28,Ingenieros-&-Especialistas
Mujer,Norteamerica,Estados-Unidos,250-Mulberry-St -New-York--NY-10012,46,3407929A,Appleton-Flora,0,11,Casado/a,8,1972-06-12,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,130/134-Southampton-Row--London-EC1,63,2228242T,Taylor-Michael,0,7,Casado/a,7,1955-03-20,Ingenieros-&-Especialistas
Empresa,Norteamerica,Estados-Unidos,736-NW-41st-St -Miami-Beach--FL-33012,86,1179686M,Mejor-Services,NULL,11,NULL,7,1932-10-26,Servicios
Hombre,Norte-Europa,Reino-Unido,25-Avenue-du-general-Leclerc---75002-Paris,42,1966105B,Burr-Peter,0,9,Soltero/a,6,1976-04-29,Economistas-Abogados-&-Admin.Empresas
Hombre,Sur-Europa,Espana,Lungarno-Corsini-4--Florencia,58,1507336P,Prat-Salom-Lorenzo,3,6,Casado/a,8,1960-09-26,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,Schillerstrasse-4--Munchen,55,3407881B,Barney-Donald,0,6,Divorciado/a,4,1964-01-08,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,150-Piccadilly--London-SW1,50,3276818K,Kodan-Arthur,0,7,Soltero/a,16,1968-04-27,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,1150-Kane-Concourse -Miami--FL-33030,41,0786468T,Taylor-Jacqueline,0,18,Soltero/a,10,1977-12-27,Ingenieros-&-Especialistas
Mujer,Norteamerica,Estados-Unidos,105-Hudson-St -New-York--NY-10013,67,1572876R,Riggs-Clare,3,13,Casado/a,7,1951-02-15,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,470-Ave-Of-The-Americas-#-470 -New-York--NY-10015,75,3473457H,Hacker-Eileen,3,11,Divorciado/a,11,1943-02-28,Ama-de-Casa
Empresa,Norte-Europa,Reino-Unido,20-Mount-Street--London-W2,79,3473447T,Trulli-Taberna,NULL,11,NULL,14,1939-03-12,Alimentacion
Hombre,Sur-Europa,Espana,C/-Provenza-21-08033-Barcelona,78,0917540M,Montoro-Ortiz-David,2,8,Divorciado/a,3,1941-01-11,Architectos-Decoradores-&-Humanistas
Hombre,Norteamerica,Estados-Unidos,309-SW-26th-St -Fort-Lauderdale--FL-33031,70,1114132S,Spencer-Denis,0,5,Soltero/a,2,1948-08-28,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,The-Strand--London-WC2E-8QH,70,2687019G,Grady-Edward,4,15,Casado/a,9,1948-02-14,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Via-del-Biscione--6 -Roma,65,0524307P,Prieto-Puig-Luis,2,15,Casado/a,20,1953-10-25,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,via-Vittoria-Colonna--11-Roma,62,1245225S,Sandoval-Romero-Cristina,0,6,Soltero/a,7,1957-01-13,Economistas-Abogados-&-Admin.Empresas
Mujer,Sur-Europa,Espana,C/-Valencia-53-08024-Barcelona,56,0065596L,Lopez-Martin-Maria-del-Pilar,2,8,Casado/a,8,1962-03-21,Doctores-&-Profesionales-de-la-Salud
Hombre,Norteamerica,Estados-Unidos,278-Bleecker-St -New-York--NY-10010,70,2883621P,Payne-Henry,1,8,Soltero/a,2,1948-06-08,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,271-Grand-St -New-York--NY-10006,62,1114147M,Mckean-Jane,2,9,Soltero/a,6,1956-12-30,Architectos-Decoradores-&-Humanistas
Empresa,Sur-Europa,Espana,Via-Mecenate-121 --Milano,63,3997701N,Nidarshan,NULL,14,NULL,12,1955-09-21,Catering
Hombre,Sur-Europa,Espana,viale-del-Pattinaggio-Roma,83,0524350B,Bosch-Perez-Xavi,2,8,Divorciado/a,6,1935-03-24,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,Fliegenstr.-10--Munchen,50,3342374E,Express-House,NULL,11,NULL,11,1968-04-11,Alimentacion
Mujer,Norteamerica,Estados-Unidos,1782-SW-1-St -Miami--FL-33023,53,2687029W,Wood-Deborah,0,8,Soltero/a,4,1965-12-18,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,Schillerstrasse-49--Munchen,88,4063265E,Edmonson-Agatha,4,11,Casado/a,5,1930-12-11,Ama-de-Casa
Mujer,Norteamerica,Estados-Unidos,983-1st-Ave -New-York--NY-10009,46,1114167M,Morgan-Clare,1,10,Casado/a,3,1972-10-11,Doctores-&-Profesionales-de-la-Salud
Mujer,Norteamerica,Estados-Unidos,1154-1st-Ave -New-York--NY-10008,51,0720917S,Shaver-Caroline,0,10,Divorciado/a,7,1967-04-29,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,179-199-Holland-Park-Avenue--London-EC1,80,3801125P,Parsons-Jhon,0,9,Soltero/a,9,1938-04-14,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,1134-Normandy-Dr -Miami--FL-33012,61,0131117M,Mackenzie-Denis,0,9,Soltero/a,11,1957-01-28,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,West-Side--Wimbledon-Common--London-SW1,78,3407908P,Payne-Alexander,0,17,Soltero/a,16,1940-11-27,Architectos-Decoradores-&-Humanistas
Hombre,Norteamerica,Estados-Unidos,250-Vesey-St-Fl-1 -New-York--NY-10010,80,2293794B,Brigham-Ernest,0,9,Soltero/a,12,1938-06-30,Doctores-&-Profesionales-de-la-Salud
Empresa,Sur-Europa,Espana,Av.-San-Antonio-87-08029-Barcelona,55,2162739B,Bagatto-Casa,NULL,9,NULL,10,1963-01-21,Alimentacion
Empresa,Norte-Europa,Reino-Unido,22-Frith-Street--London-NW1,62,4128805C,Chicago,NULL,6,NULL,5,1956-11-29,Servicios
Mujer,Norteamerica,Estados-Unidos,812-NW-1st-St -Fort-Lauderdale--FL-33025,56,1376280E,Embury-Jacqueline,2,8,Casado/a,0,1962-12-09,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,25-Pell-St -New-York--NY-10013,82,0655383F,Force-Mark,2,16,Casado/a,13,1936-02-15,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,100-Wardour-Street--London-SW1,72,3211290G,Green-Adeline,3,16,Casado/a,11,1946-02-23,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Via-dei-Fossi--27--Florencia,39,0065581R,Ribas-Cuerva-Mario,0,6,Soltero/a,10,1979-11-18,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Gran-Via--33--7o--Madrid-28016,69,0852025R,Ramis-Sagrista-Luis,2,9,Casado/a,8,1949-11-20,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,via-degli-Scipioni--287-Roma,70,3538990P,Padilla-Valverde-Vicente,2,8,Casado/a,7,1948-10-30,Ama-de-Casa
Empresa,Norteamerica,Estados-Unidos,62-Chelsea-Piers-#-200a -New-York--NY-10004,49,4063272T,Thalia,NULL,28,NULL,11,1969-09-03,Catering
Empresa,Norteamerica,Estados-Unidos,67-Eldridge-St -New-York--NY-10006,91,0065556N,Nita,NULL,11,NULL,11,1927-12-25,Catering
Empresa,Norteamerica,Estados-Unidos,1-Elizabeth-St -New-York--NY-10013,82,2883612T,Terenge,NULL,10,NULL,6,1936-10-26,Catering
Empresa,Sur-Europa,Espana,via-Saturnia--18--Milano,79,1441794T,Tajo,NULL,11,NULL,9,1939-10-02,Catering
Mujer,Sur-Europa,Espana,C/-Niza-73-08032-Barcelona,77,0065536F,Fuentes-Mohedano-Rosa,1,13,Casado/a,16,1942-01-08,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,via-Aristofane--101-Roma,55,0851982G,Gimeno-Mas-Eusebio,3,10,Divorciado/a,14,1963-02-10,Ama-de-Casa
Empresa,Sur-Europa,Espana,Via-Ludovico-Ariosto-22 --Milano,76,2883635A,Ah,NULL,16,NULL,9,1942-10-09,Servicios
Empresa,Norte-Europa,Reino-Unido,22-Fleet-Street--London-NW1,92,1966098H,Hut-Pizzeria,NULL,29,NULL,19,1926-05-04,Alimentacion
Empresa,Norte-Europa,Reino-Unido,1-Rue-Chenier---75015-Paris,48,3801132N,Noe,NULL,28,NULL,16,1970-07-30,Catering
Empresa,Norte-Europa,Reino-Unido,Bloomsbury-Way--London-EC3,85,3670035N,Noodle-House,NULL,14,NULL,13,1933-04-25,Alimentacion
Hombre,Norte-Europa,Reino-Unido,Leicester-Square--London-NW1,51,0458769S,Spencer-Peter,1,14,Casado/a,4,1967-10-14,Doctores-&-Profesionales-de-la-Salud
Empresa,Norteamerica,Estados-Unidos,5501-NW-22nd-Ave -Miami--FL-33020,54,4063262N,Nova,NULL,18,NULL,16,1964-08-08,Servicios
Empresa,Norte-Europa,Reino-Unido,21-Piccadilly--London-SW1,89,3473450V,Veras,NULL,10,NULL,10,1929-10-27,Servicios
Empresa,Norte-Europa,Reino-Unido,68-Windsor-Terrace--Liverpool-L69-2DH,56,3276816N,Name-strong,NULL,11,NULL,12,1962-09-25,Catering
Mujer,Sur-Europa,Espana,via-Principe-Amedeo--3-Roma,49,1048633J,Jimenez-Grau-Eulalia,2,8,Divorciado/a,5,1969-06-08,Architectos-Decoradores-&-Humanistas
Mujer,Norte-Europa,Reino-Unido,5-Rue-Poncelet---75003-Paris,41,0524321O,Oxley-Eve,0,8,Soltero/a,0,1977-11-18,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,2-Mill-Street--London-W2,67,1310724F,Force-Joseph,0,9,Casado/a,3,1951-08-03,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Piazza-M.-D'azeglio--3--Florencia,78,0000021F,Ferrero-Bautista-Tomas,0,7,Soltero/a,0,1940-05-02,Ama-de-Casa
Hombre,Norte-Europa,Reino-Unido,105-The-Strand--London-NW1,79,1835062K,King-Peter,0,16,Casado/a,19,1939-06-16,Gerentes-&-Directivos
Empresa,Norteamerica,Estados-Unidos,162-Prince-St -New-York--NY-10012,68,1835033T,Tariq,NULL,16,NULL,12,1951-01-10,Catering
Mujer,Norte-Europa,Reino-Unido,Senefelderstrasse-12--Munchen,53,0196609S,Shepherd-Emily,3,8,Casado/a,11,1965-08-28,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,11-Spadari --Milano,83,3080212L,Lorenzo-Feliu-Ricardo,3,8,Casado/a,13,1935-01-26,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,27-Norfolk-Square--London-EC1,42,2490425G,Gormeley-Clare,0,8,Soltero/a,7,1976-11-25,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,1-New-Street-Sq.-(Blackfiars)--London-SW1,78,3997730G,Grady-Mary,1,8,Divorciado/a,11,1940-04-26,Gerentes-&-Directivos
Hombre,Sur-Europa,Espana,Juan-Gil-Albert-28-08029-Barcelona,108,3211312M,Munoz-Nunez-Jordi,3,8,Casado/a,7,1910-05-05,Gerentes-&-Directivos
Hombre,Norteamerica,Estados-Unidos,67-Mott-St -New-York--NY-10013,39,3801122J,Jones-Edward,0,5,Soltero/a,13,1979-05-24,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,2-Pembridge-Square--London-EC1,48,1769504M,Mckinsey-Jhon,0,9,Casado/a,13,1970-04-26,Doctores-&-Profesionales-de-la-Salud
Empresa,Sur-Europa,Espana,via-G.Frescobaldi--5-Roma,48,3801141G,Grand-Cat,NULL,9,NULL,4,1970-05-06,Servicios
Hombre,Norte-Europa,Reino-Unido,19-Leinster-Gardens--London-EC1,60,1245227S,Sawyer-Jhon,2,21,Casado/a,20,1958-06-12,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,18500-Collins-Ave -Miami--FL-33018,76,1310739M,Mcguire-Joseph,2,7,Divorciado/a,12,1942-02-21,Architectos-Decoradores-&-Humanistas
Empresa,Norte-Europa,Reino-Unido,Sloane-Square--London-EC1,93,2818109T,Todo-Empresario,NULL,14,NULL,15,1925-03-07,Catering
Mujer,Norteamerica,Estados-Unidos,500-Grand-St -New-York--NY-10018,69,3342387O,O'Connor-Jacqueline,3,9,Divorciado/a,9,1949-03-29,Economistas-Abogados-&-Admin.Empresas
Mujer,Norte-Europa,Reino-Unido,Mark-Lane--London-NW1,70,1310766S,Shannon-Demi,0,7,Divorciado/a,1,1948-09-28,Ama-de-Casa
Hombre,Norteamerica,Estados-Unidos,192-E-2nd-St -New-York--NY-10008,41,1245232A,Appleton-Edgar,0,6,Soltero/a,1,1977-03-03,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,Costera-Del-Gurugu-41-08026-Barcelona,53,0458756F,Ferrero-Bautista-Narciso,2,7,Casado/a,8,1965-08-11,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Via-Lorenteggio-278 --Milano,102,1572918C,Casado-Conesa-Narciso,1,9,Divorciado/a,0,1916-12-09,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,via-C.-Colombo--124-Roma,65,2818099S,Sandwich-Cafe,NULL,18,NULL,6,1953-10-02,Alimentacion
Mujer,Norte-Europa,Reino-Unido,4-Covent-Garden-Piazza--London-NW1,48,4063249K,Kenney-Demi,0,10,Soltero/a,6,1970-05-01,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,15-17-Rue-du-Sommerard---75002-Paris,64,3407924G,Giglio-Restaurant,NULL,11,NULL,2,1954-06-15,Alimentacion
Hombre,Norteamerica,Estados-Unidos,2731-SW-117th-Ave -Davie--FL-33021,47,4128818S,Shaver-David,0,6,Soltero/a,2,1971-10-30,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,1771-S-State-Road-7 -Fort-Lauderdale--FL-33036,74,3014672B,Brigham-Brian,1,10,Divorciado/a,2,1944-09-09,Ama-de-Casa
Hombre,Sur-Europa,Espana,Via-delle-Terme-23r--Florencia,40,2621470S,Saez-Abellan-Luis,0,14,Soltero/a,13,1978-11-02,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,Chelsea-Cloisters--85-Sloane-Avenue--London-NW1,42,0917566P,Parsons-Brian,0,13,Soltero/a,15,1976-10-20,Ingenieros-&-Especialistas
Mujer,Norte-Europa,Reino-Unido,10--Monmouth-Street--London-EC3,75,0196625P,Parsons-Agatha,1,15,Casado/a,6,1943-02-03,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,Ausias-March-39-08033-Barcelona,41,2031656S,Serralta-Rodrigo-Carlos,0,7,Soltero/a,13,1977-07-31,Ama-de-Casa
Mujer,Norte-Europa,Reino-Unido,38-Carrington-Street--Liverpool-L69-7HY,51,2424845W,Walsh-Olivia,0,7,Casado/a,0,1967-09-18,Architectos-Decoradores-&-Humanistas
Mujer,Norteamerica,Estados-Unidos,210-E-44th-St -New-York--NY-10004,73,0851979L,Lights-Adeline,0,21,Soltero/a,19,1945-07-13,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,via-SS.-Quattro--35/c-Roma,50,1114128E,Espada-Benegas-Enrique,0,6,Soltero/a,15,1968-07-04,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,Hialeah--FL-33014,79,1245247C,Corns-Olivia,0,10,Casado/a,8,1939-05-16,Gerentes-&-Directivos
Empresa,Norteamerica,Estados-Unidos,272-Court-St -Brooklyn--NY-10015,76,0589879C,Court-Restaurant,NULL,12,NULL,11,1942-05-05,Alimentacion
Empresa,Sur-Europa,Espana,via-Tor-dei-Conti--25-Roma,76,3145763S,Shanghai-Casa,NULL,9,NULL,9,1942-04-26,Alimentacion
Mujer,Sur-Europa,Espana,via-Gioberti--36-Roma,42,3670016V,Valle-Vives-Eva,0,8,Soltero/a,7,1976-12-23,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,245-Shaftesbury-Avenue-(Tottenham-Court-Rd.)--London-SW1,107,0131120L,Lights-Grant,0,11,Soltero/a,13,1911-11-26,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,399-E-23rd-St-Fl-1 -New-York--NY-10007,57,3604491H,Holdsworth-Thomas,0,5,Soltero/a,9,1961-08-16,Gerentes-&-Directivos
Mujer,Norte-Europa,Reino-Unido,52-Rue-Poussin---75001-Paris,88,2162717G,Gormeley-Flora,0,9,Casado/a,10,1930-05-16,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Via-Napo-Torriani-23 --Milano,67,1966139V,Vazquez-Vilanova-Lorenzo,1,11,Divorciado/a,10,1951-07-22,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,20-Monmouth-Street--London-EC3,77,1179672L,Langford-Mark,1,13,Casado/a,13,1941-05-21,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,via-Magna-Gracia--122-Roma,39,0786484M,Mateo-Mir-Roberto,0,7,Casado/a,5,1979-06-26,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,105-Hudson-St -New-York--NY-10013,88,2555923B,Bance-David,0,15,Divorciado/a,17,1930-10-14,Ingenieros-&-Especialistas
Hombre,Norte-Europa,Reino-Unido,29-Kensington-Park-Road--London-W2,66,2949155W,Warburton-Alexander,0,6,Viudo/a,3,1952-07-02,Economistas-Abogados-&-Admin.Empresas
Mujer,Norteamerica,Estados-Unidos,78-Pearl-St -New-York--NY-10004,72,0131086S,Sales-Eileen,0,14,Soltero/a,11,1946-11-27,Gerentes-&-Directivos
Empresa,Norte-Europa,Reino-Unido,1-Aldwych-(Covent-Garden/Holborn)--London-SW1,62,3932188M,Menestrello-Cafe,NULL,22,NULL,10,1956-08-28,Alimentacion
Hombre,Norte-Europa,Reino-Unido,10-Lincoln-Street--London-SW1,83,0720922H,Howard-Charles,3,15,Divorciado/a,9,1935-03-25,Architectos-Decoradores-&-Humanistas
Hombre,Norteamerica,Estados-Unidos,174-Grand-St -New-York--NY-10014,79,3604535S,Shepherd-James,0,9,Soltero/a,6,1939-05-07,Doctores-&-Profesionales-de-la-Salud
Empresa,Norte-Europa,Reino-Unido,11-14-Hanover-Place--London-NW1,40,0458798C,Caitir,NULL,42,NULL,20,1978-01-21,Servicios
Empresa,Norte-Europa,Reino-Unido,13-Watt-Street--Liverpool-L70-2DH,71,3932164P,Palazzo-Taberna,NULL,8,NULL,13,1947-05-18,Alimentacion
Mujer,Norteamerica,Estados-Unidos,111-E-49th-St -New-York--NY-10008,67,2687014D,Docherty-Jacqueline,2,11,Soltero/a,14,1951-11-01,Architectos-Decoradores-&-Humanistas
Empresa,Norteamerica,Estados-Unidos,1800-NE-6th-Ct -Fort-Lauderdale--FL-33028,52,1441853L,Loyal,NULL,18,NULL,12,1966-06-09,Catering
Hombre,Norte-Europa,Reino-Unido,Shepiston-Lane--London-EC1,53,3735586C,Corns-Daniel,2,9,Casado/a,2,1965-03-12,Ingenieros-&-Especialistas
Empresa,Norte-Europa,Reino-Unido,100-Wardour-Street--London-NW1,42,4063287W,Williams-Casa,NULL,22,NULL,23,1977-01-03,Alimentacion
Mujer,Norteamerica,Estados-Unidos,833-Willow-Ave -Hoboken--NJ-10015,74,2031636P,Price-Jennifer,0,9,Soltero/a,0,1944-03-30,Architectos-Decoradores-&-Humanistas
Empresa,Sur-Europa,Espana,Via-Morigi-2 --Milano,68,0065563S,Shanghai-Casa,NULL,7,NULL,6,1950-09-10,Alimentacion
Hombre,Sur-Europa,Espana,Via-S.Lavagnini-20--Florencia,79,3932219B,Burguera-Liria-Valentin,3,10,Divorciado/a,5,1939-10-12,Economistas-Abogados-&-Admin.Empresas
Empresa,Norteamerica,Estados-Unidos,1717-Collins-Ave -Miami--FL-33025,68,2621448A,Aziz,NULL,15,NULL,13,1950-03-23,Catering
Mujer,Norte-Europa,Reino-Unido,Theresienstr.-146--Munchen,91,3342397T,Taylor-Clare,0,9,Soltero/a,7,1927-05-06,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,25-Avenue-du-general-Leclerc---75002-Paris,61,2490402S,Sawyer-Jhon,3,15,Divorciado/a,20,1957-07-09,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,via-Palestro--72-Roma,53,0852009C,California-Taberna,NULL,10,NULL,13,1965-04-17,Alimentacion
Mujer,Sur-Europa,Espana,Lluis-Vives-85-08027-Barcelona,43,2555918E,Espina-Castillo-Eulalia,0,10,Soltero/a,5,1975-09-07,Doctores-&-Profesionales-de-la-Salud
Hombre,Norte-Europa,Reino-Unido,Cousin-Lane--London-NW1,85,0458774B,Bell-Grant,0,10,Soltero/a,15,1933-08-21,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,109-125-Knightsbridge--London-SW1,71,3997747M,Mcgraw-Ernest,2,10,Casado/a,10,1947-04-01,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,2275-W-Sthy-84 -Fort-Lauderdale--FL-33024,97,0458796M,Mckean-Daniel,2,7,Divorciado/a,8,1921-02-08,Ingenieros-&-Especialistas
Hombre,Sur-Europa,Espana,Via-L.Alamanni--3--Florencia,40,1507328P,Pereira-Fernandez-Claudio,0,14,Soltero/a,16,1978-12-16,Architectos-Decoradores-&-Humanistas
Hombre,Sur-Europa,Espana,Via-Vitruvio-30-*-Milano--Milano,83,2031662S,Soto-Ros-Vicente,0,8,Soltero/a,7,1935-03-12,Economistas-Abogados-&-Admin.Empresas
Empresa,Sur-Europa,Espana,C/-Girona-99-08026-Barcelona,90,2818088S,Sai-Restaurant,NULL,6,NULL,7,1928-09-24,Alimentacion
Mujer,Sur-Europa,Espana,Sor-Elena-Picurelli-68-08014-Barcelona,41,0262174A,Asensio-Laseca-Leire,0,8,Soltero/a,3,1977-12-26,Economistas-Abogados-&-Admin.Empresas
Hombre,Norteamerica,Estados-Unidos,302-E-12th-St -New-York--NY-10011,63,3932186S,Stratton-Andrew,4,11,Casado/a,8,1956-01-11,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,48-Blythswood-Street--Liverpool-L69-3BX,55,0262158D,Docherty-Andrew,2,10,Casado/a,6,1963-04-08,Doctores-&-Profesionales-de-la-Salud
Mujer,Norte-Europa,Reino-Unido,Heiglhofstrasse-18--Munchen,71,1703988B,Birch-Agatha,0,8,Soltero/a,7,1947-03-07,Economistas-Abogados-&-Admin.Empresas
Empresa,Norte-Europa,Reino-Unido,310-Portobello-Road--London-NW1,81,3866632T,Trang-Restaurant,NULL,13,NULL,14,1937-02-26,Alimentacion
Hombre,Sur-Europa,Espana,C/-Dos-de-mayo-84-08018-Barcelona,67,3014705C,Calvo-Alonso-Ignacio,0,9,Soltero/a,6,1951-03-09,Ama-de-Casa
Empresa,Norte-Europa,Reino-Unido,241-Old-Brompton-Rd--Earls-Court--London-W2,70,0262202N,Noor,NULL,12,NULL,12,1948-03-29,Catering
Hombre,Sur-Europa,Espana,Corso-Garibaldi-84 --Milano,82,2949122F,Ferrero-Bautista-Ramon,0,9,Soltero/a,6,1936-10-04,Gerentes-&-Directivos
Mujer,Norteamerica,Estados-Unidos,Fort-Lauderdale--FL-33027,53,0065570G,Gentle-Elisabeth,1,7,Soltero/a,3,1965-03-25,Doctores-&-Profesionales-de-la-Salud
Empresa,Norte-Europa,Reino-Unido,15-Hoxton-Market--London-W2,40,1835060M,My-experience,NULL,8,NULL,3,1979-01-01,Servicios
Mujer,Norte-Europa,Reino-Unido,19-21-Belgrave-Road--London-EC1,83,2424852M,Moore-Flora,0,9,Soltero/a,10,1935-07-05,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,350-Oxford-Street--London-EC1,73,0983085T,Taylor-Thomas,3,12,Divorciado/a,13,1945-04-16,Doctores-&-Profesionales-de-la-Salud
Hombre,Sur-Europa,Espana,C/-Caballero-85-08034-Barcelona,105,3407906M,Mateo-Mir-Francisco,2,10,Casado/a,3,1913-08-01,Doctores-&-Profesionales-de-la-Salud
Mujer,Sur-Europa,Espana,Antic-De-La-Piscina-93-08028-Barcelona,70,3080210C,Carrasco-Carmona-Pilar,4,7,Casado/a,7,1948-02-13,Gerentes-&-Directivos
Hombre,Norte-Europa,Reino-Unido,St.-Bonifatius-Strasse-4--Munchen,63,1048619O,Oxley-Arthur,0,6,Soltero/a,4,1955-03-18,Economistas-Abogados-&-Admin.Empresas
Hombre,Norte-Europa,Reino-Unido,20-Castle-Street--Liverpool-L69-7HY,77,0786432A,Adams-Thomas,1,9,Soltero/a,5,1941-08-19,Doctores-&-Profesionales-de-la-Salud
Mujer,Norteamerica,Estados-Unidos,1216-Normandy-Dr -Miami--FL-33013,80,0720942W,Wilkinson-Caroline,0,11,Soltero/a,9,1938-03-13,Architectos-Decoradores-&-Humanistas
Hombre,Norte-Europa,Reino-Unido,5-Fountain-Square-123-Buckingham-Palace-Rd--London-NW1,66,3735578C,Coleman-Tony,0,11,Viudo/a,11,1952-04-18,Doctores-&-Profesionales-de-la-Salud
Empresa,Norte-Europa,Reino-Unido,44-48-Clapham-High-Street-(Highbury-&-Islington)--London-SW1,77,1900606C,Chow,NULL,78,NULL,36,1941-05-30,Servicios
Empresa,Norte-Europa,Reino-Unido,Erzgiessereistrasse-15--Munchen,82,4063240P,Poultry-Restaurant,NULL,17,NULL,15,1936-08-24,Alimentacion
Mujer,Norte-Europa,Reino-Unido,9-Berkeley-Street--Liverpool-L69-3BX,60,3866643B,Bush-Caroline,2,5,Casado/a,3,1958-05-22,Ama-de-Casa
